0  -5.11107   1.09087
2   2.79455  -0.56398
1  -2.03931  -1.83206
1   1.62468  -1.50026
1   0.49596  -1.18281
1  -0.41995  -1.69920
2   3.29998   3.44158
2   3.44270   2.07508
1  -4.10480  -1.39943
0  -4.36243   1.37022
2   3.46981  -3.70476
2   2.59557   2.92081
0  -3.36471   3.54058
1  -0.01732  -1.02319
1  -2.64121  -2.66962
2   2.90078   0.10875
1   2.02548  -1.72126
2   1.21816   0.97741
0  -3.38011   3.90351
1   0.72241  -0.91680
1  -0.70982  -2.68254
0  -5.84208   1.96523
1  -0.01226  -2.15925
2   3.07181  -0.71551
1  -1.33821  -0.38781
0  -4.74263   1.56850
1   0.83225  -2.13280
2   3.50963  -0.01753
2   2.65466  -0.53834
1   0.82773  -1.95266
2   2.48933   0.20734
1  -0.55157  -2.55211
1  -3.20887  -0.37088
1   1.96607  -2.17160
2   2.46571  -0.91230
2   2.17744   1.67574
1   2.22680  -1.85701
0  -4.74571   3.43215
2   2.87623   2.09677
2   2.31714   4.20784
1   2.08467  -4.10493
2   3.10985   2.23314
1   1.20035  -0.01542
0  -5.91599   3.68231
1  -0.24290  -2.58354
0  -4.07124   1.50008
1   0.93154  -3.41789
1  -2.42677  -3.32649
1  -1.36490  -3.69205
0  -5.63104   2.17620
1  -1.02069  -2.44777
2   4.40779  -0.25509
2   3.13796   1.09243
2   2.21536   0.32321
0  -4.28731   2.70086
1  -0.24738  -1.11181
2   3.42709   1.97409
2   3.27970   0.40399
1  -0.33575  -0.69148
1  -2.00993  -1.35978
2   1.22129   1.49070
1  -0.29073  -0.13127
1   0.49994  -2.97431
0  -3.92285   2.84406
1  -2.29447  -0.47983
1   1.11310  -2.21208
1  -0.69218  -1.89060
2   1.83679  -0.27346
2   3.43683  -0.31811
2   4.44469  -0.15002
1  -1.35094  -2.29583
1   2.26230  -1.86492
1  -2.93023  -1.63655
1   0.60758  -1.75623
1   0.74305  -2.15861
2   5.15321  -1.41593
0  -3.94837   3.62543
1  -1.51287  -1.67831
1   1.53011  -2.82899
1  -0.53089  -1.07042
2   3.46619   1.49163
1   2.02861  -3.70899
1   2.28131  -2.78817
2   4.98756  -2.39047
1  -0.64897  -2.16700
0  -4.22543   3.80569
1   1.37361  -1.41423
1   3.03773  -2.35400
0  -3.49192   2.00179
2   3.21228   3.17446
1   5.11970  -1.96510
1  -3.79035  -1.91227
1   0.33744  -1.72466
1   0.91254  -0.45546
1  -0.06738  -1.82025
2   3.37690   0.97379
1   1.34730  -0.50754
2   3.80349  -0.94704
1  -0.38523  -1.55086
1   1.91320  -3.41873
1  -1.05998  -4.44308
0  -3.56635   1.82824
1  -2.14953  -1.33168
1  -2.08033  -0.28097
1   3.91882  -4.02505
1   2.44016  -2.41635
1   1.40662  -2.59811
1   3.57034  -1.68988
1  -1.51726  -3.20004
1  -3.20088  -1.24613
2   1.13487   3.10513
2   4.15289   0.30363
1  -2.51367  -1.73801
1  -0.28803  -0.68339
1  -1.03741  -2.06240
2   2.74029   1.48763
1  -1.24805  -0.19556
1  -1.91516   0.05647
1   1.86306  -1.61493
1   0.31950  -3.66048
1  -1.17323  -1.84571
2   4.20288  -0.54682
2   3.87021   1.53272
0  -5.38395   3.10679
1  -4.24460  -2.72611
1   1.74992  -1.64773
1  -2.17702  -1.43150
0  -5.82996   2.23943
0  -2.59523   3.76702
2   2.92194  -0.94645
1  -1.80002  -2.93100
1   1.74816  -1.59064
1  -1.58418  -1.32542
1   0.55989  -0.40408
2   4.39780  -0.70076
2   4.58103  -1.08339
1   3.29764  -0.28453
1   0.35438  -2.02997
1  -3.84743  -1.30421
2   1.76964   2.18393
2   2.91149  -0.66781
2   1.92811  -0.26516
1  -0.47934  -1.85669
0  -2.35990   3.60132
1  -1.47828  -1.71279
1   2.52925  -3.42021
1   1.94826  -1.83971
2   2.24463   3.22348
2   3.23540   2.09592
2   3.71564  -0.28137
1  -2.47471  -1.87594
0  -3.99574   3.03840
1  -0.95825  -1.63995
1   2.14526  -2.82329
1  -0.58301  -1.75462
1  -2.23008  -3.45068
2   2.81368   0.20409
1   1.91166  -2.87761
2   1.35366   2.47694
1   2.06496  -2.19434
1  -0.33685  -1.75597
0  -2.68120   5.35852
1  -0.94671  -0.95414
1  -1.09791  -0.19403
1  -3.06103  -0.92553
2   2.50917  -0.17949
2   3.08577   3.10595
1   1.45707  -2.09876
2   2.51042  -2.55205
2   1.53799   3.86000
1   1.27189  -1.71540
1  -3.03622  -2.46119
2   4.06572  -2.15625
1  -4.37417  -1.95300
1   1.98027  -2.35375
1  -1.09728  -4.55705
1  -0.20582  -2.28263
0  -2.37933   1.82208
1   0.87175  -2.31896
1   2.79071  -2.35894
0  -4.97213   1.38897
0  -3.60903   2.06470
1   1.38285  -0.05684
1  -2.23313  -2.54925
1   0.23366  -2.30777
2   1.82910   1.66469
2   4.68636  -1.52198
2   3.73887   0.78428
2   2.97734   0.60391
2   2.36615   0.79019
2   3.75953   0.32048
2   3.81827   2.39211
2   2.68581   0.93587
2   3.00393   2.19603
1   0.39404  -5.23106
2   1.78035   1.29070
2   1.03071   5.08117
1  -0.75150  -3.37972
1   1.92176  -0.21564
2   1.46763   0.27343
1  -1.40868  -1.24939
0  -4.32464   4.32680
1   0.32109  -1.18024
1   1.17064  -3.14753
1   1.50407  -1.93036
2   3.17254   2.47967
1  -0.46864  -3.48196
1  -0.79231  -2.03832
1  -0.53859  -2.11085
1   3.48808  -2.96774
1   0.07633  -1.37168
1  -1.05608  -2.13868
2   3.79744  -1.26920
1   3.05089  -2.92009
2   2.29138   1.85866
1  -1.10451  -2.06079
2   1.92965   4.70381
1   1.15908  -1.42031
2   3.08208   0.39199
2   2.82703   2.42581
2   3.37039  -0.38890
0  -5.06263   2.32356
0  -5.88971   1.27473
1  -1.54517  -1.25518
1  -0.01261  -2.20666
1   2.66126  -1.78360
1   1.97295  -1.00619
1  -0.64772  -2.18830
1  -3.00692  -2.23236
1  -0.05012  -2.73626
1  -0.54435  -3.16013
1   3.72586  -1.16494
1  -3.54754  -2.40751
1   1.56488  -2.15636
2   2.66634  -1.51186
1  -3.50214  -2.66586
1  -1.47043  -1.49875
0  -3.77746   4.39837
1  -0.13925  -2.09565
1   1.26098  -4.15249
0  -3.18446   2.72964
1   2.52164  -0.66255
1   1.17737  -0.66681
0  -4.66296   1.47030
1   1.18814  -2.19911
2   0.14522   4.40040
0  -3.44782   2.69043
1  -2.50238  -3.18433
1  -0.65304  -1.89594
1   0.37809  -3.08182
2   1.84005   1.41099
1  -0.80283  -1.32651
1  -0.33949  -0.35782
1  -0.07866  -0.55110
1  -0.78324  -1.86002
1   0.06481  -1.05381
0  -4.13898   2.48184
1   1.54369  -3.14295
2   3.34625  -1.50013
1  -0.00375  -1.36805
1   2.34920  -1.69915
1   3.06818  -2.52991
1   0.18831  -2.23350
1   1.10771  -2.53067
1   3.43208  -0.69181
2   3.24403   2.12606
2   4.16634  -2.39845
1   1.89175  -1.38693
0  -3.22451   1.91352
1   0.54547  -1.57466
1  -1.99464  -3.10004
1   3.21738  -2.27023
2   3.13743  -2.99800
2   2.33022   0.77546
0  -4.34658   3.34165
1   0.61477  -2.61123
1  -3.40299  -2.23857
1  -4.50307  -2.58897
1   2.74998  -2.13044
1   1.87570  -2.35666
1   0.50763  -1.71627
2   4.43606  -1.51275
2   3.82876  -1.31659
2   4.00648   0.59437
1   1.57966  -3.00751
1   0.07689  -2.94850
1   3.04733  -3.09503
1  -0.46181   1.57158
1   0.50293  -2.69480
2   3.84934  -4.79932
1  -2.61157  -2.88283
1  -2.44547  -2.39331
0  -4.56036   3.50895
1   0.04084  -2.58185
1   2.81674  -2.60871
0  -4.71639   2.10998
0  -3.72825   4.06662
1   4.50135  -2.57096
2   4.05561   1.36957
2   2.08335   0.83131
1  -1.18065  -2.34796
2   3.18608   0.52405
1   0.29987  -1.45036
2   3.68785  -0.78706
2   3.50302   0.07392
1   2.31614  -2.68276
1  -1.20468  -2.37973
1   4.40140  -1.31170
1   0.19184  -1.19907
2   3.34691   0.29109
1   2.13632  -1.65674
2   2.24847  -2.08415
2   2.82201   1.40323
1   0.58175  -1.72034
1  -0.19041  -1.72132
1  -1.64686  -1.86979
1  -3.15490  -2.90659
1  -0.91285  -2.74515
0  -7.00378   2.18300
2   1.77280  -0.22182
1   0.28485  -1.45877
1  -0.68252  -2.21795
1   0.94869  -2.56392
1   0.46530  -0.39340
1  -2.09798  -2.07512
1  -0.44863  -1.51813
1   0.32291  -3.63940
1   2.17907  -2.07052
1   1.61196  -1.04717
1   0.05929   0.95863
1   0.78416  -1.25261
0  -2.37900   3.25753
2   2.60201   1.09941
2   4.27558  -3.31556
1  -1.64075  -2.62266
1  -0.70965  -1.60842
1  -2.82378  -3.87687
1  -1.31912  -1.24906
2   1.67300   0.71266
1  -1.43497  -2.97256
1  -0.94506  -0.77943
1   1.78183  -1.44305
1   0.75384  -3.11870
2   4.10183  -1.73693
2   1.88623   3.55007
1   2.51093  -1.02561
2   4.07122   0.34131
2   3.85257   0.99910
1  -3.77698  -3.12833
1  -0.76683  -0.15162
1   3.22676  -1.61908
1  -0.50207  -1.22715
2   2.68473   4.11875
2   1.24534   0.24682
1   2.53460  -1.66724
1   0.15845  -2.27440
1  -2.51134  -2.55194
2   4.03978   0.14580
2   2.00563   3.28070
1   0.39916  -2.12612
1  -4.87692  -3.30718
1   0.11737  -0.93558
1   0.76574  -1.67454
1  -1.73086  -3.37469
0  -3.99010   2.17874
0  -2.43870   2.83363
1   2.35182  -1.31993
1  -1.48163  -1.92709
2   2.84228   4.09176
2   3.52386  -0.34128
2   3.11541  -0.40584
0  -3.56709   1.45502
1   1.18141  -1.88470
1  -1.64998  -2.25685
1  -4.84967  -0.89373
1   2.12443  -0.96962
1  -2.10044  -1.43212
2   4.33313  -5.46035
2   1.63016   2.90409
1  -2.54349  -1.25287
1  -1.35966  -2.60501
2   2.24072   1.46433
1   3.25907  -1.93419
2   2.21666   2.98194
1  -0.02721  -1.31380
1   1.33131  -2.89842
0  -1.68398   4.88711
0  -6.27831   1.13461
1   1.77799  -0.83893
1   1.04644  -2.42669
2   4.62013   1.01309
1   0.42917  -2.40216
1  -1.52259  -1.99635
2   3.32878  -0.08611
1  -0.89678  -1.58718
1  -1.09784  -2.97806
2   1.70662   4.54347
2   3.90373  -0.34931
1  -3.74079  -2.59873
1  -2.74190  -2.33248
2   3.27371   1.72517
1  -0.98194  -3.30917
0  -4.45790   1.44490
2   2.17190   2.82952
1   0.64515  -2.43417
1   0.33191  -0.39809
1   2.34091  -2.55089
1  -2.65816  -1.72197
1  -1.37710  -3.08477
1  -2.42454  -1.30922
0  -3.58766   3.28631
1   0.60258  -1.84509
1   1.82538  -3.27357
1   0.68528  -2.12644
2   3.13514   3.24375
2   3.03297   0.23404
2   3.62593  -0.20322
0  -5.96668   3.27146
2   1.29414   6.47959
