name,RA0,Decl0,Mode,Cloud,W,logP1,VI
OGLE-LMC-CEP-0057,4.747967,-69.03319,F,LMC,12.4714,1.0131505921254,0.912000000000001
OGLE-LMC-CEP-0058,4.74815,-69.19158,F,LMC,13.8505,0.635039443460089,0.73
OGLE-LMC-CEP-0059,4.748583,-68.63936,F,LMC,13.7648,0.64250340714821,0.804
OGLE-LMC-CEP-0060,4.749883,-69.83214,F,LMC,14.14945,0.532309464189595,0.801
OGLE-LMC-CEP-0064,4.75815,-69.14706,F,LMC,14.15975,0.509094903464436,0.715
OGLE-LMC-CEP-0067,4.759619,-70.37089,F,LMC,14.11125,0.542256526944869,0.785
OGLE-LMC-CEP-0070,4.766967,-69.64883,F,LMC,12.18295,1.13817243450689,1.011
OGLE-LMC-CEP-0072,4.775786,-68.74933,F,LMC,14.5492,0.368570785340779,0.676
OGLE-LMC-CEP-0075,4.777531,-70.266,F,LMC,14.1482,0.533869884332491,0.775999999999998
OGLE-LMC-CEP-0076,4.779981,-69.09531,F,LMC,13.70625,0.711627014259288,0.865
OGLE-LMC-CEP-0078,4.783603,-70.09792,F,LMC,13.0731,0.868210444295338,0.818000000000001
OGLE-LMC-CEP-0079,4.78525,-69.29428,F,LMC,11.5609,1.35301795867961,1.002
OGLE-LMC-CEP-0087,4.790042,-69.72197,F,LMC,13.9453,0.555122924781502,0.794
OGLE-LMC-CEP-0089,4.791969,-68.92464,F,LMC,14.00725,0.671535498458446,0.785
OGLE-LMC-CEP-0090,4.795756,-70.20203,F,LMC,13.98385,0.60210916153708,0.733000000000001
OGLE-LMC-CEP-0091,4.796153,-68.33042,F,LMC,13.9974,0.556177780025358,0.852000000000002
OGLE-LMC-CEP-0094,4.80025,-69.32078,F,LMC,14.38975,0.506885029372416,1.035
OGLE-LMC-CEP-0095,4.800547,-67.80814,F,LMC,14.4497,0.44325688381768,0.666
OGLE-LMC-CEP-0100,4.809503,-70.17119,F,LMC,14.35235,0.506425336790879,0.723000000000001
OGLE-LMC-CEP-0101,4.809511,-69.34728,F,LMC,12.96035,0.913355334411249,1.103
OGLE-LMC-CEP-0103,4.809889,-67.58333,F,LMC,12.9757,0.854754324190949,0.666
OGLE-LMC-CEP-0104,4.812678,-70.00592,F,LMC,14.2783,0.492695798629802,0.754000000000001
OGLE-LMC-CEP-0105,4.813583,-66.73392,F,LMC,13.71485,0.675848180506405,0.792999999999999
OGLE-LMC-CEP-0106,4.814061,-70.24808,F,LMC,14.2348,0.514217709570244,0.784000000000002
OGLE-LMC-CEP-0107,4.814264,-69.35633,F,LMC,12.6793,0.941454786803063,0.814
OGLE-LMC-CEP-0108,4.815586,-68.90186,F,LMC,14.2241,0.573753856061929,0.677999999999999
OGLE-LMC-CEP-0109,4.815728,-68.9535,F,LMC,14.47195,0.455363996285815,0.850999999999999
OGLE-LMC-CEP-0111,4.817822,-69.30067,F,LMC,15.15085,0.207598448430677,0.713000000000001
OGLE-LMC-CEP-0114,4.820128,-69.16103,F,LMC,12.54135,1.01585534795765,0.803000000000001
OGLE-LMC-CEP-0116,4.820381,-70.14997,F,LMC,14.21025,0.533397575284493,0.744999999999999
OGLE-LMC-CEP-0122,4.822506,-67.87175,F,LMC,15.60855,0.111597752352786,0.659000000000002
OGLE-LMC-CEP-0123,4.8229,-69.1505,F,LMC,13.29855,0.838125034715972,1.039
OGLE-LMC-CEP-0126,4.826111,-66.97583,F,LMC,13.01355,0.886441771221208,0.879000000000001
OGLE-LMC-CEP-0128,4.828261,-70.62722,F,LMC,13.97735,0.584978677211013,0.802999999999999
OGLE-LMC-CEP-0130,4.828925,-69.21522,F,LMC,14.42555,0.533017295904758,1.359
OGLE-LMC-CEP-0131,4.829181,-68.88,F,LMC,14.35825,0.45780639556628,0.824999999999999
OGLE-LMC-CEP-0132,4.829347,-69.07297,F,LMC,14.32585,0.485870607977025,0.893000000000001
OGLE-LMC-CEP-0138,4.832114,-68.91511,F,LMC,14.66455,0.375741304580035,0.819000000000001
OGLE-LMC-CEP-0139,4.832536,-69.12722,F,LMC,12.73295,0.990062137050064,0.911
OGLE-LMC-CEP-0140,4.832664,-67.69378,F,LMC,14.62965,0.383861251613757,0.696999999999999
OGLE-LMC-CEP-0142,4.83325,-69.78508,F,LMC,14.054,0.576570693891165,0.82
OGLE-LMC-CEP-0149,4.835994,-69.66103,F,LMC,14.31935,0.488441607457831,0.863
OGLE-LMC-CEP-0151,4.837317,-68.82447,F,LMC,12.6602,0.971468964762352,0.975999999999999
OGLE-LMC-CEP-0152,4.837669,-68.99803,F,LMC,13.5909,0.567481407183571,0.962
OGLE-LMC-CEP-0154,4.838278,-68.89889,F,LMC,13.92675,0.619578613155825,0.815
OGLE-LMC-CEP-0155,4.838611,-69.71728,F,LMC,12.5813,0.99346507374792,0.794
OGLE-LMC-CEP-0158,4.839836,-69.15483,F,LMC,13.08235,0.859122396899816,0.943
OGLE-LMC-CEP-0159,4.840706,-70.55764,F,LMC,13.5097,0.737506144228675,0.786
OGLE-LMC-CEP-0160,4.841,-69.13239,F,LMC,13.19375,0.505324421089165,1.015
OGLE-LMC-CEP-0161,4.841403,-68.11494,F,LMC,14.7357,0.325299016250622,0.626000000000001
OGLE-LMC-CEP-0162,4.841897,-69.50414,F,LMC,13.5707,0.701085883815036,0.746
OGLE-LMC-CEP-0163,4.842411,-68.21378,F,LMC,14.1184,0.536726143807546,0.632
OGLE-LMC-CEP-0164,4.843328,-68.742,F,LMC,14.46525,0.444172237961366,0.805000000000001
OGLE-LMC-CEP-0165,4.843817,-69.17386,F,LMC,14.20875,0.508894346292354,0.815
OGLE-LMC-CEP-0166,4.843897,-70.57547,F,LMC,14.2342,0.497792262306199,0.736000000000001
OGLE-LMC-CEP-0167,4.844992,-69.03136,F,LMC,12.2422,1.09728431773506,0.856
OGLE-LMC-CEP-0168,4.845478,-69.52908,F,LMC,15.1084,0.244113394331352,0.751999999999999
OGLE-LMC-CEP-0169,4.846847,-69.08528,F,LMC,13.4595,0.761693797338982,0.870000000000001
OGLE-LMC-CEP-0170,4.846944,-69.118,F,LMC,14.06235,0.600929714437096,0.883000000000001
OGLE-LMC-CEP-0171,4.847375,-69.25617,F,LMC,14.15275,0.533036336875619,0.815000000000001
OGLE-LMC-CEP-0172,4.847383,-69.09119,F,LMC,14.6709,0.400737839740949,0.782
OGLE-LMC-CEP-0173,4.847625,-66.99908,F,LMC,14.23775,0.487537700319568,0.875000000000002
OGLE-LMC-CEP-0174,4.847897,-69.31553,F,LMC,11.951,1.20037787192373,1.1
OGLE-LMC-CEP-0175,4.848353,-69.52822,F,LMC,14.4555,0.477713532350334,0.65
OGLE-LMC-CEP-0176,4.848803,-68.89456,F,LMC,14.4001,0.440391601541967,0.757999999999999
OGLE-LMC-CEP-0177,4.849,-69.21414,F,LMC,13.7707,0.631083672847639,0.806000000000001
OGLE-LMC-CEP-0179,4.850386,-69.60222,F,LMC,14.578,0.417502267122919,0.759999999999998
OGLE-LMC-CEP-0180,4.850692,-69.91372,F,LMC,15.86625,0.0158693331497927,0.684999999999999
OGLE-LMC-CEP-0181,4.851364,-67.36417,F,LMC,14.055,0.568661762051888,0.74
OGLE-LMC-CEP-0186,4.852675,-69.13975,F,LMC,13.6238,0.73073049628225,0.984
OGLE-LMC-CEP-0188,4.853522,-68.738,F,LMC,15.25715,0.217070588746182,0.687000000000001
OGLE-LMC-CEP-0189,4.854328,-69.08814,F,LMC,13.4022,0.772318544871516,0.895999999999999
OGLE-LMC-CEP-0191,4.854989,-69.76239,F,LMC,14.23915,0.52556360210897,0.707000000000001
OGLE-LMC-CEP-0194,4.856175,-70.59214,F,LMC,14.2505,0.497698429169442,0.769999999999998
OGLE-LMC-CEP-0196,4.856706,-66.95942,F,LMC,14.71745,0.361442410770518,0.761000000000001
OGLE-LMC-CEP-0197,4.856772,-68.61283,F,LMC,14.487,0.417993446473795,0.760000000000002
OGLE-LMC-CEP-0198,4.857206,-69.55322,F,LMC,14.9309,0.308561660530981,0.661999999999999
OGLE-LMC-CEP-0199,4.857714,-69.48947,F,LMC,13.8352,0.633437548872553,0.836
OGLE-LMC-CEP-0201,4.858828,-68.22581,F,LMC,14.55985,0.410033084050457,0.732999999999999
OGLE-LMC-CEP-0205,4.861822,-69.6085,F,LMC,14.56135,0.421998429198481,0.842999999999998
OGLE-LMC-CEP-0206,4.862594,-66.79153,F,LMC,14.1486,0.514920554613726,0.728
OGLE-LMC-CEP-0209,4.864631,-69.09692,F,LMC,14.03035,0.494533573266211,0.963000000000001
OGLE-LMC-CEP-0210,4.865378,-68.6705,F,LMC,13.5781,0.680083685617734,0.858000000000001
OGLE-LMC-CEP-0211,4.865589,-69.34353,F,LMC,14.79,0.321754868419654,0.640000000000001
OGLE-LMC-CEP-0212,4.86665,-68.89083,F,LMC,12.376,1.09084170374036,0.959999999999999
OGLE-LMC-CEP-0213,4.866883,-67.66358,F,LMC,15.3215,0.217606555873347,0.609999999999999
OGLE-LMC-CEP-0214,4.867786,-68.42175,F,LMC,14.72635,0.384537130413414,0.723000000000001
OGLE-LMC-CEP-0215,4.868211,-69.25558,F,LMC,14.62755,0.40572275066387,0.859000000000002
OGLE-LMC-CEP-0216,4.868217,-69.39078,F,LMC,14.1712,0.531302008201007,0.756
OGLE-LMC-CEP-0217,4.868375,-69.76925,F,LMC,14.4153,0.482996111653744,0.814
OGLE-LMC-CEP-0218,4.868806,-69.61414,F,LMC,12.90495,0.935589859571697,0.951000000000001
OGLE-LMC-CEP-0222,4.870372,-68.85658,F,LMC,14.44205,0.430861381021612,0.749000000000001
OGLE-LMC-CEP-0223,4.870372,-69.86722,F,LMC,12.87015,0.915883210799085,0.927
OGLE-LMC-CEP-0224,4.870536,-69.01172,F,LMC,12.8963,0.577450689276268,1.014
OGLE-LMC-CEP-0225,4.870731,-66.59231,F,LMC,13.8304,0.64665385877684,0.672000000000001
OGLE-LMC-CEP-0226,4.870933,-68.82911,F,LMC,14.4665,0.416503458319603,0.729999999999999
OGLE-LMC-CEP-0227,4.871028,-70.24203,F,LMC,13.07555,0.579445492504313,0.879
OGLE-LMC-CEP-0229,4.872067,-69.38372,F,LMC,13.84105,0.659300538717058,0.868999999999998
OGLE-LMC-CEP-0230,4.872181,-69.09142,F,LMC,14.09235,0.567118382116522,0.723000000000001
OGLE-LMC-CEP-0235,4.874067,-69.16969,F,LMC,13.75455,0.67780868856376,0.879
OGLE-LMC-CEP-0236,4.874269,-69.51522,F,LMC,14.28275,0.518056162881119,0.875
OGLE-LMC-CEP-0237,4.874383,-66.76933,F,LMC,14.2424,0.508213518305843,0.692000000000002
OGLE-LMC-CEP-0238,4.874614,-68.96092,F,LMC,14.65895,0.398945209021328,0.751000000000001
OGLE-LMC-CEP-0239,4.87555,-69.739,F,LMC,13.7528,0.676767214016186,0.764000000000001
OGLE-LMC-CEP-0246,4.879522,-67.63428,F,LMC,13.7743,0.636804124105162,0.593999999999999
OGLE-LMC-CEP-0250,4.880028,-68.64608,F,LMC,13.2894,0.791005003263321,0.752000000000001
OGLE-LMC-CEP-0253,4.880608,-69.07214,F,LMC,14.7512,0.318688477667123,0.736000000000001
OGLE-LMC-CEP-0254,4.880656,-68.51006,F,LMC,14.5241,0.4451921129758,0.718
OGLE-LMC-CEP-0255,4.881047,-66.96822,F,LMC,14.301,0.51210118854308,0.640000000000001
OGLE-LMC-CEP-0257,4.881353,-68.02369,F,LMC,13.334,0.794478802989642,0.800000000000001
OGLE-LMC-CEP-0258,4.881725,-69.27642,F,LMC,13.5052,0.701184678425682,0.795999999999999
OGLE-LMC-CEP-0262,4.882656,-67.41739,F,LMC,14.36645,0.454899303409308,0.741
OGLE-LMC-CEP-0263,4.883392,-68.99961,F,LMC,14.86145,0.327752073910561,0.701000000000001
OGLE-LMC-CEP-0264,4.883475,-68.89703,F,LMC,13.86115,0.581984773511916,0.807
OGLE-LMC-CEP-0266,4.883625,-68.54033,F,LMC,14.26675,0.51576336262162,0.895
OGLE-LMC-CEP-0267,4.884142,-68.90789,F,LMC,14.3937,0.445733927428012,0.845999999999998
OGLE-LMC-CEP-0269,4.885817,-70.13783,F,LMC,14.02265,0.581999783002898,0.697000000000001
OGLE-LMC-CEP-0270,4.885906,-68.21125,F,LMC,14.387,0.556516338146491,0.5
OGLE-LMC-CEP-0271,4.886186,-70.21914,F,LMC,14.3198,0.436191630855484,0.783999999999999
OGLE-LMC-CEP-0272,4.886331,-67.01142,F,LMC,14.44035,0.470093946390881,0.682999999999998
OGLE-LMC-CEP-0273,4.886367,-67.60586,F,LMC,14.27735,0.493932239578452,0.722999999999999
OGLE-LMC-CEP-0274,4.886469,-69.04164,F,LMC,13.76775,0.655685829195269,0.734999999999999
OGLE-LMC-CEP-0275,4.887089,-69.65233,F,LMC,14.3212,0.488244938887094,0.795999999999999
OGLE-LMC-CEP-0276,4.887558,-68.88478,F,LMC,14.6453,0.369568587675445,0.714
OGLE-LMC-CEP-0278,4.887711,-68.95453,F,LMC,13.90645,0.60838702640203,0.840999999999998
OGLE-LMC-CEP-0279,4.888011,-69.67156,F,LMC,13.5167,0.758124561382293,0.766
OGLE-LMC-CEP-0280,4.888658,-66.93347,F,LMC,14.1692,0.513439340040696,0.776
OGLE-LMC-CEP-0281,4.889408,-69.15558,F,LMC,14.67135,0.413585734150915,0.943000000000001
OGLE-LMC-CEP-0282,4.889958,-68.53919,F,LMC,14.43325,0.450725554375584,0.845000000000001
OGLE-LMC-CEP-0285,4.891275,-69.02986,F,LMC,14.70505,0.363112893797165,0.788999999999998
OGLE-LMC-CEP-0286,4.891453,-66.954,F,LMC,13.6728,0.496029255524564,0.884
OGLE-LMC-CEP-0289,4.892158,-69.28164,F,LMC,15.35805,0.165145077160583,0.689
OGLE-LMC-CEP-0290,4.892664,-67.36881,F,LMC,13.7592,0.627803147084578,0.776
OGLE-LMC-CEP-0291,4.892711,-69.75933,F,LMC,14.06255,0.575432840332798,0.779
OGLE-LMC-CEP-0292,4.893064,-66.64861,F,LMC,13.1127,0.869168654419697,0.666
OGLE-LMC-CEP-0293,4.89345,-68.64875,F,LMC,14.2108,0.498006123874288,0.784000000000001
OGLE-LMC-CEP-0295,4.893594,-68.36458,F,LMC,14.4519,0.444931413235476,0.722
OGLE-LMC-CEP-0296,4.893931,-68.66728,F,LMC,14.0041,0.566645220301954,0.837999999999997
OGLE-LMC-CEP-0299,4.895194,-70.38636,F,LMC,14.15695,0.539242241131991,0.731000000000002
OGLE-LMC-CEP-0301,4.896014,-69.39128,F,LMC,14.254,0.524549454865882,0.819999999999999
OGLE-LMC-CEP-0303,4.8963,-68.53833,F,LMC,15.48435,0.183803398987438,0.803000000000001
OGLE-LMC-CEP-0304,4.896364,-69.32025,F,LMC,14.0845,0.562574315046845,0.809999999999999
OGLE-LMC-CEP-0306,4.897156,-69.56825,F,LMC,13.0861,0.838028626295999,0.818000000000001
OGLE-LMC-CEP-0308,4.900314,-69.31439,F,LMC,13.31435,0.830974198484991,0.863000000000001
OGLE-LMC-CEP-0313,4.901561,-68.92533,F,LMC,14.2535,0.491076534942601,0.830000000000002
OGLE-LMC-CEP-0316,4.903592,-67.82508,F,LMC,14.02555,0.572311279704568,0.718999999999999
OGLE-LMC-CEP-0317,4.903825,-68.03483,F,LMC,14.3246,0.49380664325169,0.827999999999999
OGLE-LMC-CEP-0319,4.904097,-69.03719,F,LMC,14.4412,0.413567803695513,0.736000000000001
OGLE-LMC-CEP-0321,4.905214,-68.84492,F,LMC,14.1043,0.51795680398274,0.834000000000001
OGLE-LMC-CEP-0322,4.905819,-68.06403,F,LMC,14.75125,0.377201381065437,0.584999999999999
OGLE-LMC-CEP-0324,4.906036,-69.22842,F,LMC,14.3982,0.503871299145738,1.056
OGLE-LMC-CEP-0325,4.906036,-69.79447,F,LMC,14.2701,0.504175849857837,0.798
OGLE-LMC-CEP-0329,4.906769,-70.92339,F,LMC,13.91665,0.594122529776247,0.737
OGLE-LMC-CEP-0331,4.907806,-68.49844,F,LMC,13.03245,0.836995638493957,0.941000000000001
OGLE-LMC-CEP-0332,4.909358,-70.32675,F,LMC,13.4839,0.633059956009344,0.782
OGLE-LMC-CEP-0333,4.910136,-71.25672,F,LMC,13.4491,0.744265555190658,0.858000000000001
OGLE-LMC-CEP-0335,4.910586,-68.07253,F,LMC,14.47025,0.457995434009912,0.725
OGLE-LMC-CEP-0337,4.910761,-68.61042,F,LMC,14.48145,0.45946552753607,0.821
OGLE-LMC-CEP-0339,4.912175,-70.83447,F,LMC,14.30075,0.457522297337666,0.775
OGLE-LMC-CEP-0340,4.912342,-68.39714,F,LMC,14.922,0.331324916486832,0.699999999999999
OGLE-LMC-CEP-0345,4.913781,-69.24164,F,LMC,14.65415,0.426319950738878,0.986999999999998
OGLE-LMC-CEP-0346,4.913928,-69.23675,F,LMC,14.5007,0.483794439546172,0.886000000000001
OGLE-LMC-CEP-0349,4.914531,-69.2445,F,LMC,14.4335,0.482855054267984,0.970000000000001
OGLE-LMC-CEP-0350,4.914592,-69.17439,F,LMC,14.4737,0.458558550943574,0.926
OGLE-LMC-CEP-0351,4.91465,-69.23392,F,LMC,14.2537,0.544180388005123,0.946
OGLE-LMC-CEP-0352,4.915014,-68.54164,F,LMC,14.03795,0.547327607220267,0.750999999999999
OGLE-LMC-CEP-0353,4.915069,-67.22669,F,LMC,14.1413,0.552326412319504,0.654
OGLE-LMC-CEP-0354,4.915161,-68.86228,F,LMC,14.66905,0.350469180763357,0.709
OGLE-LMC-CEP-0356,4.915378,-70.25636,F,LMC,12.3572,1.10325101521593,0.836
OGLE-LMC-CEP-0357,4.915458,-68.94031,F,LMC,13.86805,0.641556331125592,0.789000000000001
OGLE-LMC-CEP-0359,4.9168,-67.24453,F,LMC,13.4292,0.816005676084267,0.735999999999999
OGLE-LMC-CEP-0360,4.917014,-69.67225,F,LMC,11.6771,1.34415487375516,1.038
OGLE-LMC-CEP-0361,4.917039,-70.18006,F,LMC,14.50855,0.465428658176608,0.678999999999998
OGLE-LMC-CEP-0362,4.917067,-71.03739,F,LMC,14.35885,0.480716147440725,0.712999999999999
OGLE-LMC-CEP-0364,4.917183,-68.75594,F,LMC,14.6915,0.367408275518262,0.73
OGLE-LMC-CEP-0365,4.917261,-67.99986,F,LMC,15.6488,0.0647163924324057,0.644000000000002
OGLE-LMC-CEP-0366,4.917883,-69.773,F,LMC,12.4187,0.979066887761682,0.766
OGLE-LMC-CEP-0369,4.918511,-71.08164,F,LMC,14.1555,0.523482012796043,0.77
OGLE-LMC-CEP-0370,4.918564,-69.07494,F,LMC,14.5765,0.428096110928144,0.830000000000002
OGLE-LMC-CEP-0373,4.9199,-69.329,F,LMC,14.3579,0.459561317078475,0.661999999999999
OGLE-LMC-CEP-0377,4.921172,-68.20531,F,LMC,13.09315,0.79568004297791,0.687000000000001
OGLE-LMC-CEP-0378,4.921403,-69.33717,F,LMC,14.4552,0.421558126127658,0.736000000000001
OGLE-LMC-CEP-0380,4.922617,-68.66653,F,LMC,13.2221,0.85048905216906,0.957999999999998
OGLE-LMC-CEP-0382,4.922892,-68.82189,F,LMC,14.4465,0.446562686561116,0.789999999999999
OGLE-LMC-CEP-0384,4.923325,-68.54361,F,LMC,14.2439,0.503186416556362,0.741999999999999
OGLE-LMC-CEP-0385,4.923747,-68.5415,F,LMC,14.96065,0.63079874853626,0.036999999999999
OGLE-LMC-CEP-0387,4.925361,-68.8835,F,LMC,14.47735,0.44240793991099,0.762999999999998
OGLE-LMC-CEP-0390,4.926125,-68.94639,F,LMC,14.1875,0.536058944028444,0.630000000000001
OGLE-LMC-CEP-0392,4.926411,-68.68983,F,LMC,13.39825,0.764395152931095,0.904999999999999
OGLE-LMC-CEP-0394,4.928183,-68.11542,F,LMC,13.0973,0.859545916271093,0.814
OGLE-LMC-CEP-0396,4.928519,-71.21833,F,LMC,13.82645,0.633362545512171,0.760999999999999
OGLE-LMC-CEP-0398,4.929178,-69.15889,F,LMC,13.92965,0.61643333223581,0.737
OGLE-LMC-CEP-0400,4.929361,-68.92306,F,LMC,14.57785,0.403286225260291,0.693
OGLE-LMC-CEP-0401,4.929469,-68.85581,F,LMC,13.57895,0.72597132735663,0.831
OGLE-LMC-CEP-0404,4.930381,-69.34969,F,LMC,14.00535,0.577943403554662,0.702999999999999
OGLE-LMC-CEP-0406,4.930978,-66.67069,F,LMC,14.1219,0.545106985572677,0.741999999999999
OGLE-LMC-CEP-0407,4.931239,-68.82111,F,LMC,14.35125,0.48082510452179,0.805
OGLE-LMC-CEP-0408,4.931344,-69.28883,F,LMC,14.5058,0.419870697706689,0.624000000000001
OGLE-LMC-CEP-0411,4.932389,-68.40931,F,LMC,14.598,0.420084746165904,0.779999999999999
OGLE-LMC-CEP-0414,4.933028,-66.62217,F,LMC,14.95155,0.249758272882166,0.678999999999998
OGLE-LMC-CEP-0422,4.936561,-70.935,F,LMC,13.99435,0.607486559355359,0.782999999999999
OGLE-LMC-CEP-0423,4.936828,-67.41339,F,LMC,13.94615,0.556975870804841,0.747000000000002
OGLE-LMC-CEP-0425,4.937836,-68.68203,F,LMC,14.25765,0.514774987262316,0.817000000000002
OGLE-LMC-CEP-0428,4.939164,-68.79333,F,LMC,14.9814,0.292882974777036,0.651999999999997
OGLE-LMC-CEP-0429,4.939481,-70.38147,F,LMC,14.3851,0.457342461676216,0.678000000000001
OGLE-LMC-CEP-0430,4.939636,-68.96186,F,LMC,14.3474,0.460578090347751,0.832000000000001
OGLE-LMC-CEP-0433,4.940497,-67.88806,F,LMC,14.4929,0.388209139832737,0.781999999999998
OGLE-LMC-CEP-0436,4.941572,-68.88947,F,LMC,14.5201,0.423405697671296,0.778
OGLE-LMC-CEP-0437,4.942247,-66.90511,F,LMC,13.7677,0.654756577863623,0.746
OGLE-LMC-CEP-0438,4.942633,-67.29347,F,LMC,14.31455,0.469476887120558,0.718999999999999
OGLE-LMC-CEP-0439,4.942653,-70.15578,F,LMC,14.28455,0.506969370946123,0.718999999999999
OGLE-LMC-CEP-0440,4.942856,-70.11056,F,LMC,14.0967,0.552460970491469,0.746
OGLE-LMC-CEP-0441,4.943006,-69.9655,F,LMC,14.7976,0.354559294806291,0.747999999999998
OGLE-LMC-CEP-0442,4.943603,-69.45233,F,LMC,13.7497,0.636219634168065,0.745999999999999
OGLE-LMC-CEP-0443,4.944083,-69.30081,F,LMC,14.4647,0.436299388502609,0.625999999999999
OGLE-LMC-CEP-0445,4.944467,-68.67278,F,LMC,14.19235,0.529292164109605,0.802999999999999
OGLE-LMC-CEP-0447,4.944892,-68.81094,F,LMC,14.588,0.408948474594863,0.740000000000002
OGLE-LMC-CEP-0450,4.945411,-67.65247,F,LMC,13.48965,0.732875109468257,0.817
OGLE-LMC-CEP-0451,4.945653,-66.88244,F,LMC,14.695,0.373736379575712,0.58
OGLE-LMC-CEP-0457,4.948206,-69.63183,F,LMC,14.2672,0.485692188679358,0.735999999999999
OGLE-LMC-CEP-0458,4.948583,-70.43039,F,LMC,14.07845,0.584781175884157,0.920999999999999
OGLE-LMC-CEP-0459,4.950417,-68.25325,F,LMC,13.879,0.574290481532387,0.82
OGLE-LMC-CEP-0460,4.950439,-67.49136,F,LMC,14.2214,0.498783924867555,0.751999999999999
OGLE-LMC-CEP-0462,4.951289,-68.57175,F,LMC,12.92195,0.848735257594848,0.911
OGLE-LMC-CEP-0463,4.951331,-67.12658,F,LMC,14.189,0.523823553741677,0.74
OGLE-LMC-CEP-0465,4.952564,-69.62233,F,LMC,13.99385,0.571274366654422,0.792999999999997
OGLE-LMC-CEP-0466,4.952581,-68.89286,F,LMC,14.37895,0.477117461864625,0.871000000000002
OGLE-LMC-CEP-0467,4.953428,-67.38258,F,LMC,11.23075,1.35636258990458,0.955
OGLE-LMC-CEP-0473,4.955428,-68.82131,F,LMC,14.4472,0.420535878814502,0.736000000000002
OGLE-LMC-CEP-0475,4.956086,-67.85483,F,LMC,14.3739,0.469876807235697,0.702000000000002
OGLE-LMC-CEP-0478,4.956981,-69.56728,F,LMC,14.39295,0.441563397994094,0.691000000000001
OGLE-LMC-CEP-0479,4.957292,-66.72358,F,LMC,13.91085,0.592679592456852,0.673
OGLE-LMC-CEP-0480,4.957567,-69.35517,F,LMC,14.02985,0.605843635926736,1.113
OGLE-LMC-CEP-0481,4.957594,-68.60128,F,LMC,15.15385,0.196123380909521,0.692999999999998
OGLE-LMC-CEP-0482,4.957978,-69.22692,F,LMC,13.0393,0.87308344833519,1.034
OGLE-LMC-CEP-0484,4.960906,-69.65544,F,LMC,13.71435,0.645046373214276,0.763
OGLE-LMC-CEP-0486,4.96135,-68.56642,F,LMC,14.26825,0.487047432896427,0.744999999999999
